class,tweet
2,alysssmithh keveeed yes indeed camel ostrich zebra sept httptcoxoapfme vccamelraces
2,aussiegrit love austin httptcohttbuomzy webber boon fiawec hcota
1,buckmse really talk like buck nigger
2,corybooker running around town delivering food people take trash perfect boyfriend
2,hoppykercheval could play minute charlie brown wah wah wah adult sound effect instead
2,rashaansalaami always feel like go season offensive concept inevitably trash get good
1,sarahpalinusa wow impeachment look using vocab workshop word guess half wrong dumb cunt
2,straatvogels street bird homeless people twittering amsterdam httptcowruocdvkjt via huffpostimpact ⊕httptcodjgsrgdfv
1,thereval hey race baiting fbi informant bitch wheres punk as speaking justice httptcoocxpxlydt
2,agiesweet vedantebreh travelnevada try visiting thewashoeclub night real spook
2,dawnbazely thank dawn see state bird grace avatar
2,eversotweetlyu klains real sole job dampen mushrooming bad pr political fallout heading nov election
2,harmonicab could wearing trash bag shed still stylish coolest human know
2,nathirhussein al qaeda market share dropping faster viacom enron jihadi stock market
1,reddroostermann love obama unrequited however obama clearly putin bitch
1,rustyrockets putin pushing land china completely revamping armed force youre fucking retard stay country
1,baby momma bitch wife like pac need thug ya life
1,good girl worth hoe
1,loyal girl oo hoe
1,day bitch
1,game im finish new book john grisham cold hoe
1,thang know bitch come go keep em bussiness
1,time lonely hoe watching scandal run
2,rt naeluckyass ilovebigtracy therealalonig im crossed eyed im albino cant control
1,vader sith jedi duh vader also whiny bitch yoda motherfucking yoda micdrop
1,drunk walk let drive got bitch night party start til drug arrive loaded
2,semievolved monkey desperately searching validation meaning life bbqd youd ok mango salsa
2,slapahoe
1,pretty close rosegoldracks trash as nigga cannon rosegoldracks quote ill guess body count
2,rt paradoxicalmike rt idavey average need sinsofmyfather scale ghetto
1,day til christmas bitch
1,mile dead zone radius around phillygotta go ny dc rt ceeross tri state need better bitch
1,yea like money order bad asian bitch yea look like kemora
1,mil rt soomajor cause romo bitch as dez witten eating
1,anjahlamarie depot pussyfootin xxxmas hoe hoe hoe motherfucker santa claw coming town
2,oz arizona trash
1,like blocked bitch nobeeetch dont start bdoulaoblongata blocking u ferguson httptcoympzhmzuxg
1,shy bitch homosexual
2,egg sunny side nicca eastsidedame
1,twitter ever get pussydick
1,year old pussy taste like hope
1,yr scrap might get life prison murderin norte nigga el pollo loco story rd
1,im killin hoe
2,world series rematch yankee brave
2,yellow tower gilbert claes httptcoqcifgfg
1,st game fall finna kill hoe
1,wayhustle come get signed bitch self paid
2,iubb game im bloomington btown good ncaa basketball college indiana iu hoosier
2,adult human skull found trash httptcovcsnpejv
1,bad bitch glocks choppas
0,beer queer
1,faced bitch
0,hoe dyke
1,hoe everything
1,thangs bitch cant say im broke ha period late
1,year starting street put fag funnyguy
1,knowing wtf bitch
1,senior chill fuck year senior basic as bitch
1,tweet hoe id like thank supportive fan tweet come
1,bitch bitch hella chillin also thanks tolerating friend
2,talented driver rt garrisonstudio really glad havent yellow havent yellow
1,rozayidgt mad cuz twan fuck bitch httptcogoyzfoui
1,flappy bird suck dick lick ball swag
1,pac real af temptation thats exactly nigga getting money bitch
1,finecheapwineyahoocom datjollygirl used email address chat line bitch hittin
1,coach retarded would put point guard tho
1,millionaire walked tripping bitch paid fight lmao
1,thing cant stand dealing bitch hit foot stank as breath skank as way
1,year today fucking retard fell love stupid wish coldhearted neverlovingsomeoneagain dontneedanyone
1,bitch fuck wid
2,min natezoo grecojoel pick trash meijernow guy understand took shot trip
1,bitch hot done took flight
1,touchdown clock michigan hoe
1,dont like hoe
1,fat hoe ina caddilac tell jus lost dey luxury car ride virginityhoes happy lmao
0,old hoe ponk dyke outchea girl talk
1,stack heel bitch foot car seat still smellin like key tell plug im lookin increase
2,⃣⃣⃣ moke
1,min bitch drop
1,know ya bitch kendricklamar
1,th rt mayaangeloufro beat pussy like snitched serve time state correctional facility year
1,th long bitch
2,bag chip rice krispies seed gummies pop tart cracker powerades water yuhhh im good lol
0,white men pick truck screaming nigger coach got nerve get mad missed free throw
2,still awake yay time chug coffee red bull foreseeable future hopefully pas behind wheel
2,so trash
2,whizzing cracker cat got ritzcrackers playing hockey lol crazycats httptcoazbvdxapx
1,ugly thot bitch shoe
1,so like come hang u fugly oh side hoe left thnx
1,thharmony user followed unfollowed prude as hoe
1,hoe fat im big boned hehehehehe
1,bout match wit dis nicca donnydinero
1,pound never fails make cry im bitch relate
1,year later bitch still didnt learn lesson lol remember first major nude leak generation
1,need hurry chilly bitch
1,girl went h look horrible dont wan na believe itim bout piss facebook hoe
0,mo govjaynixon let kill cracker kill baby new black panther hijack ferguson presser httptcozwkoripz
2,specie bird reported chesterfield great backyard bird count many area httptcodtllzlxmpf
2,specie bird reported chesterfield great backyard bird count many area httptcoviwmjjjxot
1,percent yo bitch percent scrap
1,nigga goofy act like bitch
2,feature car yellow black feature car buck tag radiator support xx mile httptconknfzqbo
1,got missed call yo bitch
1,truly talented people ive come across retarded professionally awful untalented people point polite
2,percent trash dump sea missing good thing httptcocwclwcvt httptcoykthlm
1,problem bitch aint
1,problem bitch aint one
2,peterdavidsonii point need discus delicious vegan brownie busboysandpoets st taste
1,well suck kobe he still filthy hate want dont respect ur retarded
1,rt kylegotjokes good pussy come price tag
1,bitch
1,tho mashphatrabbit bitch want included fuckin baldly bruh
1,chick gorgeous fine pussy stink
1,person significant hoe cheating
1,takesthelead bitch use whipers
2,fdad hick yes
1,professor thats happens getting pussy pussy twitter seems like clear cut choice hahahaha
2,professor charlie sheen could coach better crusty dusty yeah hired bryan price pitching coach
0,professor bet he starbucks queer
1,beythelau huntermoore bitch gross fuck touchin saggy titty
1,ddment could fuck bowl graham cracker cereal
1,hallisn bitch caught body week ago everybody catching bullet hole
2,xabaddea hard qa time also pain mock unit test
1,gramsbee bitch
1,hsw myluca denisgorman nothing like waiting till last game season peddle shit website heeb
1,fucktyler fugly loose hoe
2,corinthian blessjesus yesfeltand touched sol humanity stain impression leaf reflection
2,corinthian booksofgodwidom proverb also laugh calamity mock fear cometh
2,corinthian holyspirit god still share secret amos blessing jesus
2,corinthian jesus genesis ground lord god formed every beast field every bird sky initiating
1,dnipples bitch fucking told sit seat yo dumbass come saying sitting bitch votesos
1,joshwarwick ashleyypat fag
1,mannyonly iamadamg jennyreyes bitch bitch
1,onlysolo fuc pussy nasty
2,oyster maybe crow obama democrat mawbarmight well republican
2,sonofyahweh foolish proud self roll eye pretend dont see mock laff arrogant attitude
1,sonofyahweh whip mommy belt arrested black woman real nigger yet got wanted death
1,sonofyahweh aint real nigger oh bad real nigga praise sonsof satan realnigger qualitaties im hating
1,sonofyahweh wonder run nose first yo real nigger white devil massahs man pointing another convince less
1,sonofyahwehthey cry lost pussy emotional sissy get front hoe simple mind point brothas like
1,starflow bitch need tan
1,deepwilliard marlinfishyass old ratchet hoe bruh
1,stblockrody pussy
1,stblockrody yu ah hoe
2,usagrunt wonder charlie brown would say day
0,samanthakay good enough fag
1,cvasquez little bitch as getting tased get home
1,duce haha still little bitch though
1,hippy bc shes cunt hoe bag
2,anow look like plastic monkey doll
1,legitthat lmao excuse bitchi soundcloud
1,legitthat go cunt somewhere else
1,manylouboutins moneydriven stfu hoe fucking answer smack shit outta faggot aunt
1,sassymom glad im still trying figure emoticon damn motorola give bitch finger
1,trippymcneely trash im kickin yo as
2,reminds oreo lmao
1,carryonitems bitch far fuck u got el gran pollo way serf u well lexgracie
1,ozvan iycmi cant get work done keep showin bitch
1,binko ima act like hit hoe pas like earlier
1,cryan fag rhyme gag
1,dime fuck tonyyou greaseball piece shit
1,aidualc said hoe
1,noheartbreak hoe
1,asilva jezzzz gone die aint playin dawg bitch gone ruthless
1,aaroncarter push wall slowly take panty write alphabet ur tongue tight pussy
2,abc time amend th amendment written protect newly freed ex slave lived purpose time end anchor baby loophole
2,abcrispyyandy laugh oreo lady gaga sunday day
2,acmobbdeep madsbennett yeah run squirrel coon
1,achussle bitch hoe dont surprised
0,agreasymonkey huntermoore faggot
1,aj ashactually hey dont always go sometimes three crazy bitch one suave mfer trick going
2,aj watched llewyn davis doc warm fuzzies abound
1,alaquannd laughing hoe
1,alatrice beautiful bride tell erica congrats remembers nig
1,aprivilege lmao brutal nigs cant get job lol
1,asaprocki huhwhatsacondom sigh bitch im woman learn difference know im fat called scarf dumbass
1,asipofmocha dr phil im trouble figuring fat as want eat drink bitch
2,asourappletree heard hillbilly grousings bug much worse kv since mic shut
1,abrown cleaned entire fucking weight room looked like tornado went bitchcmon franklin franklinprobs
2,alittlewicked thats ghetto thats sweet movie quote try
1,amperez little bitch proven wrong momsdemand gunsense
1,aaronkeplin shut bitch
1,abel cuauhtli bruh im blanket like bitch right
2,abelsmasochist youre ghetto tho live hood ghetto fact
1,abrehamdadi bitch
1,abstractlife man much damn giggling going offering tip shit lol think even heard bitch spit couple time
1,abstractlife two trash as pass know damn well saw nd rd santos game
1,abstractlife yeah cant lie tho spitting cop car right bitch as feel damn good
1,abusivemen youre fucking pussy
1,acaciabrinley crusty hoe
1,acealford double game bitch
1,acehudsonjr bitch tryna take money
1,acewuzhere talking almost friend pussy
2,actabunnifoofoo like gross yellow heat lamp
1,actuarialreport weve tried time go sits silence cry like bitch sweat
2,adambaldwin chicodelainky clam comedy writer untrue
1,adambaldwin really bro retard sentedcruz even missed point greeneggsham mean dont knock til ya try
1,adamharmon jeffjeffallen yeah tht bitch aint gay brah chill
2,adamschein themayormatt may cried tad illmissu shiner
1,adogg rt jbbarker snapchat got hacked hoe explaining httptcotworxrojei
1,adolfhibsta ive seen number bitch say there thing loose pussy lol ok
2,adrianknowsu ghetto name
1,adrianknowsu nigglet
1,aidaapple imma bitch know leave alone
1,airsimba dont hoe hoe snapchat
1,airzeke hell yeah got bokoo hoe fro
2,ajkfan big congrats expect blogging rube chat day get sleep need
1,alanmilner morningjoe alqueda doesnt use cell phone internet wow teabaggers stupid
1,alancasillas bitch wat
1,alancasillas haha shit niggah wish
1,alancasillas lol bitch riverside la ahah
1,alancasillas nah thought bitch lol didnt know peter girl one lmao
1,alancasillas niggah lol beer went bar beer bar got pck way home lool
1,aleeed bitch love
1,alejandrobihhh capodaasshole texting bitch
1,alejandrobihhh capodaasshole im hoe like every night tweeting bullshit
1,alejandrobihhh capodaasshole lol cause hoe love
1,alejandrobihhh capodaasshole yall niggaz aint never listen slow shit bitch
1,alejandrobihhh lmaoooo hell naw bro havent seen hoe
1,alejandrobihhh lol bout say shit income tax im tryna find bitch couple week
2,alexalltimelow jackalltimelow please stay safe guy love much hoe one day meet guy happy halloween
1,alexdunlapnfl bdoeklbj evil son bitch deserves everything thats coming
1,alexschnider niiice nigga schinder pullin hoe
1,alexadelsanter bad bitch wonder manner go
1,alexadelsanter karma bitch
1,alexisdiamond bitch stop fucking playin know wtf im talkin
1,alexismota niggah lying
1,alfieheydrich seen pic nigs robbing store caption saidprotesting go fergerson lol dont like pig either wtf
0,alfieheydrich live south lot pop life rhode island hardly nigger
0,alicia basically like background music fag
1,aliciadaniella hoe trash
1,alissawasheree trippin bitch
1,alleyesonkie real rap fucked bitch lay day thats really disrespectful like bitch couldnt feel throw coming
1,allfucksgiven like hoe gettin dick day tonight gettin
1,alliebruner stop mean bitch
1,alliebruner main bitch
2,allielexilove like dark light carmel white red tan yellow blue purple green doesnt matter color
2,alludraaie remember keep skirt dark colored camouflage pan dimensional gore
1,almightyvinny tonycranshaw richhomiemeezy hoe house tony spot mf
1,almightywoo said got workout pussy
1,alysiarianh cambreezy dont call buddy cambron retarded man smh thats rude
1,ampowerblog least agree whining like little bitch someone threw phone absolutely hilarious
1,ampowerblog haha say little bitch let someone take phone real man wouldnt let happen little bitch would
1,ampowerblog man pussy coward overpowered easily took clearly much less man
